class,label,concept
727-200,1,in service since 1963
727-200,1,in service with a number of airlines around the world
727-200,1,increased capacity
727-200,1,"increased fuselage, increased capacity, and more powerful"
727-200,1,increased power and fuel capacity
727-200,1,instead of the usual two
727-200,1,interior is typically finished in a light-colored fabric
727-200,1,introduced in february 1965
727-200,1,"introduced into service on february 1, 1964"
727-200,1,introduced into service the following year
727-200,1,introduced into service with eastern air lines in 1964
727-200,1,involved in a number of accidents and incidents
727-200,1,"involved in a number of high-profile incidents and accidents, including the 1980 united airlines dc"
727-200,1,involved in several notable accidents
727-200,1,key part of the success of boeing in the 1960s and 1970s
727-200,1,known for its excellent performance and fuel efficiency
727-200,1,known for its reliability and efficiency
727-200,1,"landing distance of 5,280 feet"
727-200,1,"landing distance of 6,500 feet"
727-200,1,landing gear configuration and a t-tail
727-200,1,landing gear is located under the fuselage
727-200,1,landing gear is sturdy and can handle rough terrain
727-200,1,landing gear system
727-200,1,landing gear with a nose wheel
727-200,1,"landing weight of 155,000 pounds"
727-200,1,large engines
727-200,1,large engines mounted on them
727-200,1,large fin on the vertical stabilizer
727-200,1,large t-tail
727-200,1,large tailfin
727-200,1,large windows
727-200,1,largely replaced by newer jetliners
727-200,1,last aircraft delivered to federal express
727-200,1,last one delivered to finnair
727-200,1,later models included the addition of wingtip fuel tanks and more powerful engines
727-200,1,length of 152 feet
727-200,1,length of 153 feet
727-200,1,length of 153 feet 9 inches
727-200,1,"length of 153 feet 9 inches (46.8 m), wingspan of 145"
727-200,1,length of 158 feet
727-200,1,length of 23.3 meters and a wingspan of 33.8 meters
727-200,1,length of 39.47 m and a wingspan of 36.55 m
727-200,1,length of 47.32 m
727-200,1,lengthened fuselage
727-200,1,light-colored lower fuselage
727-200,1,long
727-200,1,long and slender
727-200,1,long and slender aircraft with a sleek design
727-200,1,long distances without refueling
727-200,1,"long, tapered fuselage"
727-200,1,longer fuselage
727-200,1,low noise level
727-200,1,low-wing design
727-200,1,"made its maiden flight on february 9, 1963"
727-200,1,main gear located under the fuselage
727-200,1,main landing gears are located under the wing
727-200,1,majority operated by united airlines
727-200,1,make a lasting impression on anyone who flies it
727-200,1,many of the original aircrafts are still in service today
727-200,1,many of the surviving aircrafts have been converted into freighters
727-200,1,"maximum altitude of 41,000 feet"
727-200,1,maximum capacity of 189 passengers
727-200,1,"maximum landing weight of 140,000 pounds"
727-200,1,maximum of 189 passengers
727-200,1,"maximum range of 2,400 miles"
727-200,1,"maximum range of 2,400 miles (3,900 km)"
727-200,1,"maximum range of 2,700 miles (4,350 km) and a cruising speed of"
727-200,1,"maximum range of 3,980 nautical miles (7,360 km)"
727-200,1,"maximum range of nearly 5,000 miles"
727-200,1,maximum speed of 528 mph
727-200,1,maximum speed of 559 mph
727-200,1,maximum speed of 575 miles per hour
727-200,1,maximum speed of 575 mph
727-200,1,"maximum speed of 588 mph (945 km/h) and a range of 2,"
727-200,1,maximum speed of 600 miles per hour
727-200,1,maximum speed of 620 miles per hour
727-200,1,maximum speed of 630 miles per hour
727-200,1,maximum speed of 630 mph
727-200,1,"maximum speed of 870 km/h and a range of 4,400 km"
727-200,1,maximum speed of 945 kilometers per hour
727-200,1,"maximum take-off weight of 113,400 kg"
727-200,1,"maximum take-off weight of 135,000 kilograms"
727-200,1,"maximum take-off weight of 155,000 pounds"
727-200,1,"maximum take-off weight of 93,500 kg"
727-200,1,"maximum takeoff power of 43,500 pounds"
727-200,1,"maximum takeoff weight is 255,000 pounds"
727-200,1,"maximum takeoff weight of 155,000 pounds"
727-200,1,"maximum takeoff weight of 155,000 pounds (70,307 kilograms)"
727-200,1,"maximum takeoff weight of 160,000 pounds"
727-200,1,"maximum takeoff weight of 174,200 pounds"
727-200,1,"maximum takeoff weight of 180,000 pounds (81,647 kg)"
727-200,1,"maximum takeoff weight of 185,000 pounds"
727-200,1,"maximum takeoff weight of 255,000 lb (116,000 kg)"
727-200,1,"maximum takeoff weight of 255,000 pounds"
727-200,1,"maximum takeoff weight of 95,720 kg"
727-200,1,"maximum takeoff weight of 99,700 kg"
727-200,1,"medium-range, twin-engined jet airliner"
727-200,1,"medium-sized, twin-engine jetliner"
727-200,1,"mid-size, twin-engine jet airliner"
727-200,1,"midsize, twin-engine jet airliner"
727-200,1,modified for use as an airborne early warning and control system
727-200,1,more powerful engines
727-200,1,"more than 1,800 were built before production ended in 1984"
727-200,1,most common variant of the 727
727-200,1,most popular variant
727-200,1,most popular variant of the 727
727-200,1,most produced variant of the 727
727-200,1,most produced version of the 727
727-200,1,most successful variant of the 727
727-200,1,narrow-body aircraft
727-200,1,narrow-body aircraft with a trijet configuration
727-200,1,narrow-body aircraft with swept-back wing
727-200,1,narrow-body aircraft with three engines
727-200,1,narrow-body aircraft with three engines and a t-tail
727-200,1,narrow-body airliner
727-200,1,narrow-body airliner produced by boeing commercial airplanes
727-200,1,"newer, more efficient aircraft were introduced"
727-200,1,no longer in production
727-200,1,nose gear is located at the front of
727-200,1,notable for its large and efficient wing
727-200,1,often gets good fuel economy
727-200,1,one aisle and three abreast seating
727-200,1,one engine mounted on the
727-200,1,one of the loudest jets
727-200,1,one of the most fuel-efficient jets in its class
727-200,1,one of the most popular aircraft ever produced
727-200,1,one of the most popular airliners
727-200,1,one of the most popular jet airliners ever built
727-200,1,one of the most popular jetliners ever produced
727-200,1,"one of the most popular jets ever made, with over 1,800 built"
727-200,1,one of the most popular models of the 727 series
727-200,1,one of the most recognizable jetliners ever built
727-200,1,one of the most reliable and versatile jetliners ever produced
727-200,1,one of the most successful commercial jetliners ever built
727-200,1,one of the most successful jet airliners ever built
727-200,1,one of the most successful jet airliners ever made
727-200,1,one of the most successful jetliners ever produced
727-200,1,one of the quieter jets in operation
727-200,1,operate from short runways
727-200,1,operated by a number of airlines around the world
727-200,1,"operated by a number of airlines around the world, including american, united, and delta"
727-200,1,operated by a number of major airlines throughout its history
727-200,1,operated by a variety of airlines around the world
727-200,1,operated by many airlines around the world
727-200,1,operated by many major airlines
727-200,1,operated by many major carriers around the world
727-200,1,operated by numerous airlines around the world
727-200,1,"other colors available for the aircraft include silver, blue, and red"
727-200,1,"over 1,800 being built"
727-200,1,"over 1,800 built"
727-200,1,"over 1,800 delivered since 1967"
727-200,1,"over 1,800 have been built"
727-200,1,"over 1,800 of the aircraft have been built"
727-200,1,painted a glossy white
727-200,1,painted in a livery that includes the colours of the airline that operates it
727-200,1,painted silver
727-200,1,"painted silver, with blue and red stripes"
727-200,1,"painted white, with blue and red stripes"
727-200,1,passenger cabin located in the middle section
727-200,1,phased out in the early 2000s
727-200,1,plenty of legroom
727-200,1,plenty of room for passengers and luggage
727-200,1,pointy nose
727-200,1,popular aircraft for private and corporate use
727-200,1,popular aircraft for short and medium haul flights
727-200,1,popular choice for airlines
727-200,1,popular choice for both passengers and cargo airlines
727-200,1,popular with airlines and passengers alike for its reliability and efficiency
727-200,1,popular with airlines for its versatility and efficiency
727-200,1,popular with airlines today
727-200,1,powered by three engines
727-200,1,powered by three pratt & whitney jt8d engines
727-200,1,"powered by three pratt & whitney jt8d engines, each capable of"
727-200,1,powered by three pratt & whitney jt8d turbofan engines
727-200,1,powered by three pratt & whitney jt8d-17 engines
727-200,1,"powered by three pratt & whitney jt8d-17 engines, each producing 14,"
727-200,1,"powered by three pratt & whitney jt8d-9 engines, each providing 80"
727-200,1,powered by three turbofan engines
727-200,1,powered by two pratt & whitney jt8d engines
727-200,1,powered by two pratt & whitney jt8d turbofan engines
727-200,1,"powered by two pratt & whitney jt8d turbofan engines, mounted on"
727-200,1,"powered by two pratt & whitney jt8d turbofan engines, which are"
727-200,1,powered by two pratt & whitney jt8d-15 turbofan engines
727-200,1,powered by two pratt & whitney jt8d-15a turbofan engines
727-200,1,powered by two pratt & whitney jt8d-17 engines
727-200,1,powered by two pratt & whitney jt8d-17 or -17r turbo
727-200,1,powered by two pratt & whitney jt8d-7 engines
727-200,1,"powered by two pratt & whitney jt8d-7 turbofan engines, each"
727-200,1,powered by two turbofan engines
727-200,1,powered by two turbofan engines mounted on pylons under the wings
727-200,1,powered by two turbofan engines that are mounted on the rear fuselage
727-200,1,produced by boeing commercial airplanes
727-200,1,produced by boeing commercial airplanes from 1963 to 1984
727-200,1,produced by boeing from 1963 to 1984
727-200,1,produced in both freighter and passenger versions
727-200,1,produced until 1984
727-200,1,production ended in 1984
727-200,1,"range is 4,444 km"
727-200,1,"range of 2,400 miles"
727-200,1,"range of 2,400 miles (3,860 kilometers)"
727-200,1,"range of 2,400 to 2,700 nautical miles"
727-200,1,"range of 2,400 to 3,380 miles (3,860 to"
727-200,1,"range of 2,400 to 3,700 miles"
727-200,1,"range of 2,415 miles (3,885 km) with a typical payload"
727-200,1,"range of 2,438 to 3,130 km"
727-200,1,"range of 2,500 miles"
727-200,1,"range of 2,530 miles"
727-200,1,"range of 2,885 miles"
727-200,1,"range of 2,950 miles"
727-200,1,"range of 2,980 miles"
727-200,1,"range of 3,440 km"
727-200,1,"range of 3,700 miles"
727-200,1,"range of 4,345 km"
727-200,1,"range of 5,280 km"
727-200,1,"range of 5,650 kilometers"
727-200,1,"range of around 2,400 miles"
727-200,1,"range of just over 3,000 miles"
727-200,1,"range of over 3,700 miles"
727-200,1,"rate of climb of 1,850 feet per minute"
727-200,1,rave about the ride
727-200,1,reach high speeds
727-200,1,red stripe running down the center
727-200,1,reliable aircraft with a long range
727-200,1,reliable and easy to fly
727-200,1,reliable and efficient aircraft
727-200,1,reliable and versatile aircraft
